nose_y,nose_x,nose_confidence,left_eye_y,left_eye_x,left_eye_confidence,right_eye_y,right_eye_x,right_eye_confidence,left_ear_y,left_ear_x,left_ear_confidence,right_ear_y,right_ear_x,right_ear_confidence,left_shoulder_y,left_shoulder_x,left_shoulder_confidence,right_shoulder_y,right_shoulder_x,right_shoulder_confidence,left_elbow_y,left_elbow_x,left_elbow_confidence,right_elbow_y,right_elbow_x,right_elbow_confidence,left_wrist_y,left_wrist_x,left_wrist_confidence,right_wrist_y,right_wrist_x,right_wrist_confidence,left_hip_y,left_hip_x,left_hip_confidence,right_hip_y,right_hip_x,right_hip_confidence,left_knee_y,left_knee_x,left_knee_confidence,right_knee_y,right_knee_x,right_knee_confidence,left_ankle_y,left_ankle_x,left_ankle_confidence,right_ankle_y,right_ankle_x,right_ankle_confidence
0.39005646,0.48913422,0.3036601,0.38114896,0.48912942,0.39003032,0.38483265,0.4871038,0.36685035,0.39430842,0.48891532,0.38841012,0.39523533,0.4857566,0.37418926,0.44773182,0.508521,0.4611989,0.45076698,0.49257827,0.39145538,0.5446588,0.5302405,0.21007054,0.5434663,0.49113044,0.19559719,0.63838166,0.54414886,0.13429548,0.6308794,0.54214025,0.16268453,0.6257852,0.5032343,0.48993096,0.6335782,0.5008745,0.3989759,0.74565125,0.50344384,0.26673552,0.75248975,0.51428795,0.29367486,0.89555943,0.5154958,0.23885629,0.8869328,0.5205019,0.22540312
0.37730494,0.48880106,0.38396838,0.36831066,0.49328694,0.568428,0.36933056,0.4841572,0.4522389,0.37484774,0.49673706,0.5449668,0.3761786,0.4765953,0.4748397,0.44830433,0.5269531,0.8547883,0.44813782,0.45517632,0.939743,0.5514621,0.54222023,0.7516051,0.5510994,0.44501907,0.8454776,0.64260143,0.5654976,0.8621607,0.64516586,0.43560123,0.79157984,0.63281137,0.51898885,0.89931554,0.6366517,0.4732692,0.86905646,0.7734523,0.52561784,0.77356696,0.7838591,0.46947387,0.93828875,0.8891732,0.53002495,0.7355267,0.8912695,0.4663948,0.83971465
0.37377977,0.4874542,0.44168535,0.36435586,0.4939179,0.6577318,0.36612794,0.48225388,0.49714231,0.3736913,0.5003904,0.5883157,0.37728086,0.47409812,0.5170607,0.44632944,0.52716064,0.79425144,0.44835392,0.45506573,0.9340939,0.55063707,0.5416129,0.87752104,0.55460554,0.44371438,0.8904221,0.6440211,0.5652658,0.8096279,0.6420662,0.43316972,0.8641192,0.6338641,0.5180976,0.8944111,0.6382317,0.47175103,0.88206905,0.7756772,0.5258183,0.7821723,0.78512627,0.46913144,0.9115646,0.8891144,0.5290867,0.83741033,0.891838,0.46649566,0.8988041
0.38199365,0.48331112,0.37209538,0.37141672,0.48922497,0.5878382,0.37366807,0.47927743,0.4823724,0.37963644,0.4970894,0.49310958,0.38455895,0.47448727,0.65999454,0.44761002,0.5270046,0.8512242,0.44840717,0.45570987,0.64016825,0.5524386,0.54191124,0.88241035,0.5530432,0.44304302,0.8212814,0.6428034,0.56602013,0.73298275,0.641536,0.4331855,0.90109485,0.63677275,0.51796246,0.91025954,0.64054996,0.4710717,0.8812426,0.774198,0.5239567,0.8370058,0.7830509,0.46974558,0.8827829,0.88795143,0.5287561,0.88820195,0.89429027,0.46563464,0.890145
0.3716868,0.48644295,0.49259353,0.36296144,0.49332148,0.6606629,0.3634496,0.48043567,0.54390574,0.37463915,0.50126904,0.5681652,0.37698087,0.47267616,0.6408725,0.44653103,0.5264055,0.8430813,0.4486335,0.4554819,0.8560063,0.55249906,0.54102385,0.88399786,0.55448955,0.4436334,0.8583045,0.6403858,0.56469625,0.7828653,0.6446299,0.43309498,0.8650089,0.63846874,0.5177639,0.8516937,0.6420941,0.47213557,0.87873936,0.77656746,0.52355117,0.79710656,0.7838429,0.4699217,0.8519776,0.88867337,0.5291051,0.84952,0.8888003,0.46686196,0.7687417
0.38340813,0.48259357,0.40730333,0.37366518,0.48780015,0.468757,0.37625602,0.48076886,0.5296895,0.37999582,0.4930701,0.5372118,0.3839813,0.47995192,0.61739063,0.44699737,0.5271575,0.7658553,0.44909194,0.45536038,0.8486849,0.5520256,0.5416276,0.8021301,0.5537642,0.4434321,0.8470801,0.6428426,0.5661929,0.68236816,0.64462507,0.43325317,0.8661176,0.63722175,0.51796544,0.86350775,0.6415494,0.47050366,0.87090045,0.7753465,0.5238139,0.8990371,0.78204936,0.46963584,0.8995783,0.8875409,0.5286072,0.7258457,0.88855356,0.4676259,0.7852009
0.37856677,0.4847279,0.50706667,0.36866724,0.49014387,0.6260553,0.3712726,0.48078164,0.64591324,0.37692848,0.4969672,0.516065,0.38250273,0.47562823,0.58086693,0.44727284,0.5266083,0.84001946,0.44898567,0.45559546,0.6671251,0.552942,0.541428,0.8593603,0.5538462,0.44306612,0.8526058,0.6410363,0.5655883,0.75882196,0.6426874,0.432806,0.89382523,0.63884866,0.51776135,0.90000707,0.64236194,0.47139022,0.87784827,0.7758904,0.5234405,0.9216724,0.7824839,0.4695409,0.9218051,0.8894913,0.5290151,0.80197924,0.8940251,0.4674199,0.72499573
0.37744233,0.48471928,0.552043,0.36645854,0.49212202,0.58852154,0.36804497,0.4795505,0.6948559,0.37641,0.5007962,0.6448027,0.3794443,0.4728768,0.69069713,0.4467883,0.5268632,0.8284842,0.44833174,0.45542818,0.8745373,0.5538901,0.54178584,0.8780859,0.55409044,0.44297138,0.8511872,0.64109105,0.5657923,0.77062994,0.6452589,0.4329644,0.8783209,0.6386056,0.51799774,0.89745295,0.64339167,0.47175053,0.8846543,0.77602816,0.5242406,0.8966826,0.78515965,0.46912837,0.9027229,0.88581014,0.52804023,0.7540461,0.89048916,0.46727887,0.77608365
0.38302544,0.48567507,0.44066295,0.3727206,0.48877788,0.5322164,0.37559995,0.48407456,0.5777087,0.37894306,0.49217162,0.5132478,0.38321954,0.48232988,0.5645057,0.44701615,0.5272105,0.7442777,0.44892094,0.4552274,0.85318834,0.55192256,0.5415301,0.7992418,0.5539313,0.4430695,0.8210903,0.64190125,0.565393,0.7153192,0.64421886,0.43326703,0.8619807,0.6368303,0.5185385,0.850595,0.64160174,0.4702967,0.8653223,0.7739216,0.52393234,0.86741316,0.7816551,0.46936825,0.8916737,0.8882575,0.52865463,0.8706451,0.8908865,0.46742782,0.7749879
0.3782123,0.48458108,0.51490074,0.36856568,0.49011537,0.6352708,0.37099048,0.48079437,0.6554427,0.3773983,0.49696648,0.5109398,0.3824052,0.47546464,0.5976952,0.44742113,0.52683395,0.8373444,0.44846553,0.45524618,0.87435675,0.5524476,0.5412762,0.86340064,0.55368835,0.4429969,0.83594835,0.6404628,0.56566393,0.77766657,0.64281523,0.43305567,0.8868295,0.6386626,0.51810175,0.90241474,0.6423956,0.47134653,0.87844986,0.7754499,0.52365804,0.91358674,0.78147787,0.4697134,0.91650236,0.88860536,0.52875006,0.7968477,0.89114696,0.4672584,0.77553546
0.3776044,0.4845959,0.53818053,0.36653522,0.49177405,0.5827947,0.3681318,0.47952417,0.70406497,0.3770426,0.49997082,0.641818,0.3798848,0.47260755,0.6853898,0.44672683,0.5265123,0.8051541,0.44828805,0.45514885,0.85325646,0.55349517,0.5416145,0.8745461,0.55365384,0.44320628,0.8385604,0.63945836,0.5651848,0.76046884,0.6439628,0.4333176,0.85463786,0.6379489,0.51806813,0.8269296,0.64243376,0.4725754,0.8070186,0.77853423,0.5246167,0.74654555,0.7836688,0.46928686,0.8896754,0.8865345,0.52803993,0.7658515,0.8886799,0.4674384,0.7716737
