nose_y,nose_x,nose_confidence,left_eye_y,left_eye_x,left_eye_confidence,right_eye_y,right_eye_x,right_eye_confidence,left_ear_y,left_ear_x,left_ear_confidence,right_ear_y,right_ear_x,right_ear_confidence,left_shoulder_y,left_shoulder_x,left_shoulder_confidence,right_shoulder_y,right_shoulder_x,right_shoulder_confidence,left_elbow_y,left_elbow_x,left_elbow_confidence,right_elbow_y,right_elbow_x,right_elbow_confidence,left_wrist_y,left_wrist_x,left_wrist_confidence,right_wrist_y,right_wrist_x,right_wrist_confidence,left_hip_y,left_hip_x,left_hip_confidence,right_hip_y,right_hip_x,right_hip_confidence,left_knee_y,left_knee_x,left_knee_confidence,right_knee_y,right_knee_x,right_knee_confidence,left_ankle_y,left_ankle_x,left_ankle_confidence,right_ankle_y,right_ankle_x,right_ankle_confidence
0.42159933,0.45519817,0.37583867,0.40697575,0.4642496,0.45475566,0.4075607,0.4500694,0.46260217,0.41310248,0.47016364,0.40590364,0.41247955,0.43634132,0.3938469,0.4372113,0.496171,0.6137293,0.44904327,0.42117795,0.52128154,0.50166607,0.5111349,0.43324563,0.5296665,0.40787274,0.41614982,0.60652095,0.51552635,0.34895867,0.6074329,0.40934315,0.24245958,0.6209522,0.47837192,0.42748305,0.632826,0.44156945,0.48428515,0.76572824,0.4780096,0.44831073,0.76722026,0.43946654,0.46244407,0.8861952,0.48487177,0.44997475,0.88036525,0.44251943,0.40042475
0.43237853,0.4606032,0.33522975,0.4234584,0.46777663,0.30655545,0.43113136,0.45376787,0.3789769,0.42423895,0.47365934,0.43652138,0.42363083,0.44293576,0.49004528,0.42206705,0.4982627,0.75700146,0.4204558,0.42185917,0.78308386,0.5477285,0.5096552,0.74233615,0.5399401,0.41155076,0.74241877,0.6314664,0.51049024,0.6562287,0.6260821,0.40404823,0.787008,0.6236587,0.4839395,0.83999336,0.625839,0.4367627,0.8365468,0.7671573,0.49353448,0.8178811,0.76675314,0.4357061,0.78203756,0.878143,0.4930559,0.8664924,0.8755739,0.44112033,0.83541596
0.42601466,0.46099213,0.37966633,0.41675633,0.46823993,0.31836498,0.42434874,0.45424846,0.4158213,0.41797093,0.4733586,0.46959996,0.41751096,0.44380668,0.57454187,0.4183607,0.49582282,0.8312413,0.41797733,0.4226039,0.88871205,0.54373556,0.5076546,0.71637547,0.53089285,0.41082188,0.6911331,0.6290005,0.5116683,0.7798984,0.62191963,0.40462226,0.69200397,0.6300544,0.4842067,0.89620525,0.63203955,0.43864122,0.83081293,0.7712915,0.49304238,0.86221004,0.7694078,0.4354291,0.82085675,0.8740451,0.49392775,0.91878945,0.8722216,0.44233862,0.9167878
0.43487972,0.45810577,0.335079,0.42292753,0.46452904,0.3700264,0.43048546,0.4527033,0.46829548,0.41801772,0.46982887,0.50069326,0.42089698,0.4435007,0.44519886,0.41875336,0.49585423,0.77252,0.4184874,0.42243564,0.89851433,0.5469571,0.50881034,0.83941996,0.5316524,0.40922573,0.63480896,0.6356684,0.5092042,0.518828,0.62451935,0.40403882,0.6587054,0.63606054,0.48412392,0.869759,0.6367791,0.43899444,0.7898195,0.7747989,0.49307027,0.7751812,0.7709215,0.43580323,0.8744763,0.8773637,0.49406838,0.90564287,0.87442446,0.44236395,0.89211726
0.4359982,0.45783374,0.31656078,0.4226642,0.46487373,0.35976538,0.43114462,0.4522573,0.43267435,0.4185882,0.470537,0.40208608,0.41957623,0.44349456,0.47193798,0.41986218,0.49735332,0.86827207,0.41702688,0.42315793,0.77103627,0.54947495,0.5080834,0.8319615,0.5295306,0.40885735,0.6396234,0.63673383,0.5105846,0.77806395,0.6272907,0.405477,0.81960636,0.63605505,0.4846225,0.8270182,0.6377433,0.43885526,0.7766142,0.7791149,0.49330634,0.65138286,0.7683116,0.43567124,0.7121083,0.8807437,0.4958891,0.7063421,0.875492,0.44241247,0.8914764
0.42251223,0.4640809,0.30073512,0.41128245,0.47167593,0.34627274,0.4158456,0.45865914,0.22298215,0.41075036,0.47488284,0.45408818,0.4107823,0.4470246,0.49228248,0.41654584,0.49732095,0.74793094,0.41566235,0.4233216,0.8039829,0.5498413,0.5086863,0.825727,0.5309649,0.40956387,0.7080828,0.63884205,0.5111488,0.7854229,0.6280993,0.40550223,0.82889265,0.63698673,0.48439586,0.8307194,0.63847584,0.4392258,0.8079373,0.7779481,0.49318787,0.84858155,0.7692865,0.43566856,0.65788484,0.8789078,0.49464965,0.8929486,0.8775302,0.44239444,0.89459586
0.42196965,0.4642616,0.32669687,0.41167784,0.47146168,0.313736,0.41944695,0.45826194,0.3289013,0.4107779,0.4749774,0.42678943,0.41131854,0.4469957,0.47502214,0.41682115,0.49789977,0.76856077,0.41588354,0.42351276,0.82225186,0.5512413,0.5088349,0.8217067,0.53253764,0.40954328,0.7360677,0.6377422,0.51241344,0.7520176,0.6284598,0.4057034,0.83546084,0.6361814,0.48373187,0.8092495,0.6383385,0.43882555,0.7812258,0.7730552,0.49304268,0.76457286,0.7681554,0.43534768,0.8304106,0.87759227,0.49358094,0.8300066,0.87704206,0.44201088,0.86480016
0.41887406,0.4627592,0.30650634,0.40873548,0.47007692,0.35573462,0.41331145,0.45726615,0.28472337,0.40768337,0.47285017,0.54431254,0.4077589,0.44688627,0.48311168,0.41532037,0.49683374,0.74086285,0.41634932,0.42372078,0.8396496,0.5489877,0.5088776,0.8450515,0.53325194,0.41060737,0.77692336,0.6384362,0.51142925,0.786117,0.62627834,0.40438017,0.6868206,0.6363496,0.48409778,0.81848633,0.63843375,0.439096,0.80563205,0.77618825,0.49291015,0.819366,0.7682186,0.43560946,0.83101386,0.8777522,0.49460822,0.8869613,0.8770729,0.44235313,0.89328766
0.4202871,0.4638368,0.31806642,0.4104475,0.4710157,0.33862615,0.41451693,0.45811248,0.25835618,0.40925172,0.47460738,0.44698688,0.4090989,0.44757348,0.47746173,0.41597578,0.49747017,0.7578066,0.41579905,0.4239991,0.8398462,0.5509345,0.5090864,0.81943667,0.53355384,0.41025078,0.76555985,0.6373212,0.5124246,0.76397926,0.6258512,0.40417942,0.66791934,0.63613385,0.48395687,0.8090087,0.6383535,0.43882105,0.7886918,0.7735924,0.49278426,0.77767175,0.76768935,0.43558502,0.8288726,0.87749773,0.49408597,0.8508605,0.8768254,0.44204834,0.8630888
0.41859415,0.46303186,0.30267918,0.40842208,0.47041458,0.3666513,0.41301888,0.45767727,0.28645897,0.40734175,0.47343895,0.5429486,0.4073828,0.44706315,0.47715002,0.41525474,0.49712634,0.7506409,0.41594088,0.42384297,0.8349977,0.5495341,0.5092819,0.83543205,0.5331902,0.41023836,0.75604016,0.63848495,0.5116694,0.78147525,0.6257041,0.4040887,0.6606237,0.63638353,0.48416317,0.8154417,0.63827765,0.4389291,0.79483426,0.7753339,0.49287766,0.8054369,0.76778907,0.43571606,0.82599217,0.8772675,0.49523002,0.7174676,0.8767084,0.4423686,0.8888939
