nose_y,nose_x,nose_confidence,left_eye_y,left_eye_x,left_eye_confidence,right_eye_y,right_eye_x,right_eye_confidence,left_ear_y,left_ear_x,left_ear_confidence,right_ear_y,right_ear_x,right_ear_confidence,left_shoulder_y,left_shoulder_x,left_shoulder_confidence,right_shoulder_y,right_shoulder_x,right_shoulder_confidence,left_elbow_y,left_elbow_x,left_elbow_confidence,right_elbow_y,right_elbow_x,right_elbow_confidence,left_wrist_y,left_wrist_x,left_wrist_confidence,right_wrist_y,right_wrist_x,right_wrist_confidence,left_hip_y,left_hip_x,left_hip_confidence,right_hip_y,right_hip_x,right_hip_confidence,left_knee_y,left_knee_x,left_knee_confidence,right_knee_y,right_knee_x,right_knee_confidence,left_ankle_y,left_ankle_x,left_ankle_confidence,right_ankle_y,right_ankle_x,right_ankle_confidence
0.4849862,0.5144456,0.40546927,0.47284222,0.5043331,0.45768037,0.47392252,0.4913273,0.43908852,0.49858359,0.49322018,0.33125767,0.49600825,0.4689307,0.42461985,0.52068424,0.53461653,0.36133465,0.58907646,0.47524068,0.5717319,0.61167145,0.58536804,0.17374429,0.76341605,0.46856853,0.4458368,0.6288059,0.6384299,0.13462813,0.85434574,0.47454295,0.25633037,0.61454844,0.6048607,0.28923023,0.671033,0.5956122,0.2886037,0.6657805,0.7412328,0.13226216,0.71128887,0.73306096,0.16612239,0.9620127,0.7886071,0.4281104,0.96126664,0.779895,0.2539096
0.435821,0.5090669,0.16948935,0.42870256,0.5167529,0.15340033,0.41894948,0.5064898,0.13744491,0.42268503,0.5212111,0.36174247,0.40756422,0.49982643,0.29282206,0.44208103,0.53468865,0.61436385,0.43010697,0.46739134,0.78065,0.48065618,0.57323253,0.59522957,0.47881082,0.42773405,0.81807846,0.5631073,0.5355748,0.5670764,0.55494434,0.46213198,0.47023875,0.62088025,0.52276176,0.79883146,0.62014395,0.47948128,0.7697215,0.7541701,0.5262105,0.83578575,0.75327814,0.47156596,0.69983953,0.8534988,0.5282824,0.78279525,0.8510289,0.4729185,0.8042378
0.4463969,0.5047457,0.21414419,0.43714675,0.5144913,0.17562322,0.43368295,0.50276124,0.18603219,0.43253627,0.52133733,0.28924495,0.41698006,0.49503973,0.3067433,0.4466297,0.53701395,0.5926153,0.43135673,0.466179,0.65735704,0.47944796,0.5712919,0.71080273,0.47582617,0.42601186,0.84316206,0.5540078,0.5329295,0.47316638,0.55367327,0.4595586,0.6122258,0.6130031,0.5200601,0.88738084,0.61014074,0.4768172,0.8657916,0.7563804,0.5274007,0.9023725,0.7551325,0.4697169,0.8958185,0.85764974,0.5301279,0.72818774,0.85452574,0.47207618,0.78847057
0.4349689,0.5074696,0.16723491,0.42003518,0.5162762,0.15039249,0.4134293,0.50303173,0.12765397,0.42373908,0.5236127,0.3187042,0.40494525,0.4963532,0.25084594,0.44507825,0.5400503,0.6359468,0.43050024,0.46577778,0.62364674,0.4862917,0.5726802,0.5142922,0.47500694,0.42625016,0.84492725,0.56234145,0.53175855,0.59376574,0.54973584,0.457047,0.49139875,0.6067149,0.5201239,0.91113764,0.602343,0.47770742,0.9020847,0.75353754,0.5270626,0.80572736,0.750298,0.47101936,0.7543851,0.85947853,0.52929294,0.8232342,0.85095114,0.47177115,0.86685765
0.4276151,0.50909483,0.14958067,0.41837123,0.51661724,0.17610672,0.4139161,0.5052456,0.11930996,0.42317453,0.52325,0.3395751,0.4039945,0.49656466,0.24459639,0.4444412,0.5378225,0.6858942,0.42991424,0.46562156,0.5924035,0.4962857,0.5684737,0.49087998,0.4770857,0.42760852,0.92093486,0.5552342,0.53405106,0.361319,0.5478219,0.45643666,0.5164307,0.60195905,0.5199012,0.91256595,0.5983418,0.4784112,0.91969794,0.7524605,0.52709144,0.8686831,0.7490704,0.47060838,0.8457662,0.8575252,0.5292508,0.7545884,0.8533846,0.47154275,0.87352806
0.4146302,0.5070349,0.13515206,0.41494724,0.5164854,0.15046525,0.39590102,0.5020665,0.16080594,0.4142683,0.52420306,0.30497167,0.39621827,0.4964449,0.25070584,0.44532478,0.54001296,0.7153724,0.42789572,0.4667846,0.9100362,0.49393857,0.5697686,0.64056575,0.47577965,0.42705205,0.7893045,0.5650658,0.5309013,0.6121445,0.5425084,0.45466474,0.36009154,0.6002614,0.51972634,0.89032644,0.59601057,0.47858286,0.9168585,0.752725,0.5266921,0.86853665,0.7484831,0.47089106,0.88114667,0.85671544,0.5287508,0.78238875,0.85401624,0.4716657,0.6628622
0.42178637,0.5058678,0.12643039,0.40612417,0.5121269,0.17033255,0.40240887,0.5007941,0.15771149,0.4121181,0.5223484,0.32115406,0.39536244,0.4926037,0.31456107,0.4435438,0.5398475,0.71106946,0.428412,0.4667302,0.7500243,0.4927423,0.57038844,0.68970215,0.47814167,0.42764843,0.88633883,0.56501275,0.53026384,0.5469771,0.54755473,0.45768574,0.54679847,0.5981934,0.5208243,0.9009185,0.59534556,0.4791789,0.91732514,0.752935,0.5271938,0.9040093,0.7481297,0.4708,0.8782791,0.856307,0.5284523,0.7492591,0.8530025,0.4716574,0.8743562
0.4238937,0.50679916,0.14391479,0.41500717,0.5134791,0.15538524,0.41019627,0.5028197,0.14315797,0.4132057,0.52177495,0.3260918,0.3964979,0.49380547,0.29208305,0.4408853,0.53840756,0.66058254,0.4275852,0.4659772,0.6749843,0.4918933,0.57003546,0.7059844,0.48038366,0.4283902,0.9113727,0.5663795,0.5303521,0.547911,0.54891825,0.45778123,0.37536237,0.59530103,0.5198745,0.89829475,0.5933109,0.4784435,0.9100962,0.7495375,0.52734876,0.8760692,0.7453222,0.4718501,0.83555895,0.8550623,0.52918035,0.84770966,0.8530236,0.47170877,0.70268387
0.41751596,0.50426775,0.16954069,0.40751255,0.5113131,0.17104352,0.3970604,0.49808013,0.19535096,0.41138768,0.5200416,0.3641837,0.39942816,0.49199435,0.22281024,0.4391558,0.5389192,0.7006004,0.42707226,0.4659116,0.7036529,0.4933715,0.56992346,0.62706846,0.48006603,0.428346,0.91309154,0.56679994,0.5312161,0.6339329,0.551617,0.4587855,0.57698894,0.593314,0.52018297,0.89697677,0.59153175,0.47847676,0.9234067,0.74904937,0.52731144,0.9033891,0.74692935,0.47131723,0.8540093,0.8568116,0.52856916,0.6701697,0.85300475,0.4716544,0.85200447
0.4149628,0.50397,0.16593882,0.4045387,0.51097757,0.1645145,0.3993375,0.49765033,0.15722811,0.4088451,0.52013415,0.34305653,0.39102566,0.49099943,0.26834756,0.43876037,0.53966796,0.76644886,0.42632136,0.46530834,0.77695507,0.4969169,0.56934243,0.5558484,0.48063517,0.42775998,0.8123457,0.57078636,0.5313346,0.6412282,0.5507993,0.45794162,0.63307035,0.5937212,0.51995033,0.9089295,0.590659,0.47830692,0.92016774,0.752116,0.52785355,0.87456405,0.7473977,0.47113386,0.8642724,0.85754424,0.52881753,0.58041155,0.8534108,0.47171605,0.8195736
